product,speed_rpm,video,time_s,event_rms_dbfs,bg_rms_dbfs,excess_dbfs,prominence_db,env_peak_db
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,52.76691609977324,-39.76406505560707,-40.87312583654036,-46.23509058669649,1.1090607809332922,-35.23098112302763
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,52.955895691609975,-36.737277402963755,-42.54172044301611,-38.06117582031731,5.804443040052355,-28.456298512614467
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,54.23122448979592,-37.02815723856736,-44.2166348813243,-37.94895271119847,7.188477642756938,-30.312397041799578
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,55.01993197278912,-39.06208242895401,-39.73003718128927,-47.52215278088563,0.6679547523352602,-35.256635382240034
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,55.31138321995465,-38.06863622156967,-39.28774124570054,-44.18137106546943,1.2191050241308623,-33.0143561720232
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,55.514149659863946,-37.624202945922306,-39.874095467841165,-41.556917241023434,2.2498925219188632,-33.762551206684876
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,55.88950113378685,-37.68348617711976,-40.63939073618366,-40.748871484663624,2.9559045590639057,-30.228637404587996
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,57.17394557823129,-36.06447650629529,-42.730889880883154,-37.11830364410328,6.666413374587855,-30.27035970573626
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,57.88045351473923,-38.24224930053825,-30.28878698627254,-53.47103675334162,-7.95346231426571,-32.642103167313635
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,58.21374149659864,-38.05258257964927,-29.737945072309934,-53.28137003245264,-8.314637507339333,-33.321124056308946
东德竞品,700,C:\FRCloud\FRQ\04_Pump Development\06_HPDI低温泵_加密\03_Testing\02_LNG测试\260709\东德泵老程序测试_0707\700rpm\700.mp4,58.52326530612245,-24.33266527341997,-38.65907917182595,-24.496078790619272,14.326413898405983,-16.1095223205849
